date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,check_total
2022-11-24,437-53-3084,B,Hyderabad,Normal,Male,Fashion Accessories,99.89,2,9.989,209.769,11:48,Ewallet,199.78,4.761904762,9.989,7.1,209.769
2022-11-25,632-32-4574,B,Hyderabad,Normal,Male,Sports And Travel,75.92,8,30.368,637.728,14:14,Cash,607.36,4.761904762,30.368,5.5,637.7280000000001
2022-11-28,556-97-7101,C,Vizag,Normal,Female,Electronic Accessories,63.22,2,6.322,132.762,15:51,Cash,126.44,4.761904762,6.322,8.5,132.762
2022-11-29,862-59-8517,C,Vizag,Normal,Female,Food And Beverages,90.24,6,27.072,568.512,11:17,Cash,541.44,4.761904762,27.072,6.2,568.512
2022-11-30,401-18-8016,B,Hyderabad,Member,Female,Sports And Travel,98.13,1,4.9065,103.0365,17:36,Cash,98.13,4.761904762,4.9065,8.9,103.03649999999999
2022-12-01,420-18-8989,A,Banglore,Member,Female,Sports And Travel,51.52,8,20.608,432.768,15:47,Cash,412.16,4.761904762,20.608,9.6,432.76800000000003
2022-12-02,277-63-2961,B,Hyderabad,Member,Male,Sports And Travel,73.97,1,3.6985,77.6685,15:53,Credit Card,73.97,4.761904762,3.6985,5.4,77.6685
2022-12-05,573-98-8548,C,Vizag,Member,Female,Fashion Accessories,31.9,1,1.595,33.495,12:40,Ewallet,31.9,4.761904762,1.595,9.1,33.495
2022-12-06,620-02-2046,C,Vizag,Normal,Male,Home And Lifestyle,69.4,2,6.94,145.74,19:48,Ewallet,138.8,4.761904762,6.94,9.0,145.74
2022-12-07,282-35-2475,B,Hyderabad,Normal,Female,Sports And Travel,93.31,2,9.331,195.951,17:53,Cash,186.62,4.761904762,9.331,6.3,195.951
2022-12-08,511-54-3087,B,Hyderabad,Normal,Male,Sports And Travel,88.45,1,4.4225,92.8725,16:36,Credit Card,88.45,4.761904762,4.4225,9.5,92.8725
2022-12-09,726-29-6793,A,Banglore,Member,Male,Electronic Accessories,24.18,8,9.672,203.112,20:54,Ewallet,193.44,4.761904762,9.672,9.8,203.112
2022-12-12,387-49-4215,B,Hyderabad,Member,Female,Sports And Travel,48.5,3,7.275,152.775,12:50,Cash,145.5,4.761904762,7.275,6.7,152.775
2022-12-13,862-17-9201,B,Hyderabad,Normal,Female,Food And Beverages,84.05,6,25.215,529.515,10:48,Credit Card,504.3,4.761904762,25.215,7.7,529.515
2022-12-14,291-21-5991,B,Hyderabad,Member,Male,Health And Beauty,61.29,5,15.3225,321.7725,14:28,Cash,306.45,4.761904762,15.3225,7.0,321.7725
2022-12-15,602-80-9671,C,Vizag,Member,Female,Home And Lifestyle,15.95,6,4.785,100.485,17:15,Credit Card,95.7,4.761904762,4.785,5.1,100.48499999999999
2022-12-16,347-72-6115,B,Hyderabad,Member,Female,Sports And Travel,90.74,7,31.759,666.939,18:03,Credit Card,635.18,4.761904762,31.759,6.2,666.939
2022-12-19,209-61-0206,A,Banglore,Normal,Female,Home And Lifestyle,42.91,5,10.7275,225.2775,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,225.27749999999997
2022-12-20,595-27-4851,A,Banglore,Normal,Female,Fashion Accessories,54.28,7,18.998,398.958,18:05,Ewallet,379.96,4.761904762,18.998,9.3,398.958
2022-12-21,189-52-0236,A,Banglore,Normal,Male,Electronic Accessories,99.55,7,34.8425,731.6925,12:07,Cash,696.85,4.761904762,34.8425,7.6,731.6925
2022-12-22,503-07-0930,C,Vizag,Member,Male,Sports And Travel,58.39,7,20.4365,429.1665,19:49,Credit Card,408.73,4.761904762,20.4365,8.2,429.16650000000004
2022-12-23,413-20-6708,C,Vizag,Member,Female,Fashion Accessories,51.47,1,2.5735,54.0435,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,54.0435
2022-12-26,425-85-2085,B,Hyderabad,Member,Male,Health And Beauty,54.86,5,13.715,288.015,16:48,Ewallet,274.3,4.761904762,13.715,9.8,288.015
2022-12-27,521-18-7827,C,Vizag,Member,Male,Home And Lifestyle,39.39,5,9.8475,206.7975,20:46,Credit Card,196.95,4.761904762,9.8475,8.7,206.79749999999999
2022-12-28,220-28-1851,A,Banglore,Normal,Male,Home And Lifestyle,34.73,2,3.473,72.933,18:14,Ewallet,69.46,4.761904762,3.473,9.7,72.93299999999999
2022-12-29,600-38-9738,C,Vizag,Member,Male,Sports And Travel,71.92,5,17.98,377.58,15:05,Credit Card,359.6,4.761904762,17.98,4.3,377.58000000000004
2022-12-30,734-91-1155,B,Hyderabad,Normal,Female,Electronic Accessories,45.71,3,6.8565,143.9865,10:34,Credit Card,137.13,4.761904762,6.8565,7.7,143.9865
2023-01-02,451-28-5717,C,Vizag,Member,Female,Home And Lifestyle,83.17,6,24.951,523.971,11:23,Cash,499.02,4.761904762,24.951,7.3,523.971
2023-01-03,609-81-8548,A,Banglore,Member,Female,Home And Lifestyle,37.44,6,11.232,235.872,13:55,Credit Card,224.64,4.761904762,11.232,5.9,235.87199999999999
2023-01-04,133-14-7229,C,Vizag,Normal,Male,Health And Beauty,62.87,2,6.287,132.027,11:43,Cash,125.74,4.761904762,6.287,5.0,132.027
2023-01-05,534-01-4457,A,Banglore,Normal,Male,Food And Beverages,81.71,6,24.513,514.773,14:36,Credit Card,490.26,4.761904762,24.513,8.0,514.773
2023-01-06,719-89-8991,A,Banglore,Member,Female,Sports And Travel,91.41,5,22.8525,479.9025,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,479.9025
2023-01-09,286-62-6248,B,Hyderabad,Normal,Male,Fashion Accessories,39.21,4,7.842,164.682,20:03,Credit Card,156.84,4.761904762,7.842,9.0,164.68200000000002
2023-01-10,339-38-9982,B,Hyderabad,Member,Male,Fashion Accessories,59.86,2,5.986,125.706,14:55,Ewallet,119.72,4.761904762,5.986,6.7,125.706
2023-01-11,827-44-5872,B,Hyderabad,Member,Female,Food And Beverages,54.36,10,27.18,570.78,11:28,Credit Card,543.6,4.761904762,27.18,6.1,570.78
2023-01-12,827-77-7633,A,Banglore,Normal,Male,Sports And Travel,98.09,9,44.1405,926.9505,19:41,Cash,882.81,4.761904762,44.1405,9.3,926.9505
2023-01-13,287-83-1405,A,Banglore,Normal,Male,Health And Beauty,25.43,6,7.629,160.209,19:01,Ewallet,152.58,4.761904762,7.629,7.0,160.20899999999997
2023-01-16,435-13-4908,A,Banglore,Member,Male,Fashion Accessories,86.68,8,34.672,728.112,18:04,Credit Card,693.44,4.761904762,34.672,7.2,728.1120000000001
2023-01-17,857-67-9057,B,Hyderabad,Normal,Male,Electronic Accessories,22.95,10,11.475,240.975,19:20,Ewallet,229.5,4.761904762,11.475,8.2,240.975
2023-01-18,236-27-1144,C,Vizag,Normal,Female,Food And Beverages,16.31,9,7.3395,154.1295,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,154.12949999999998
2023-01-19,892-05-6689,A,Banglore,Normal,Female,Home And Lifestyle,28.32,5,7.08,148.68,13:28,Ewallet,141.6,4.761904762,7.08,6.2,148.68
2023-01-20,583-41-4548,C,Vizag,Normal,Male,Home And Lifestyle,16.67,7,5.8345,122.5245,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,122.52450000000002
2023-01-23,339-12-4827,B,Hyderabad,Member,Female,Fashion Accessories,73.96,1,3.698,77.658,11:32,Credit Card,73.96,4.761904762,3.698,5.0,77.65799999999999
2023-01-24,643-38-7867,A,Banglore,Normal,Male,Home And Lifestyle,97.94,1,4.897,102.837,11:44,Ewallet,97.94,4.761904762,4.897,6.9,102.837
2023-01-25,308-81-0538,A,Banglore,Normal,Female,Fashion Accessories,73.05,4,14.61,306.81,17:16,Credit Card,292.2,4.761904762,14.61,4.9,306.81
2023-01-26,358-88-9262,C,Vizag,Member,Female,Food And Beverages,87.48,6,26.244,551.124,18:43,Ewallet,524.88,4.761904762,26.244,5.1,551.124
2023-01-27,460-35-4390,A,Banglore,Normal,Male,Home And Lifestyle,30.68,3,4.602,96.642,11:00,Ewallet,92.04,4.761904762,4.602,9.1,96.642
2023-01-30,343-87-0864,C,Vizag,Member,Male,Health And Beauty,75.88,1,3.794,79.674,10:30,Credit Card,75.88,4.761904762,3.794,7.1,79.67399999999999
2023-01-31,173-50-1108,B,Hyderabad,Member,Female,Sports And Travel,20.18,4,4.036,84.756,12:14,Credit Card,80.72,4.761904762,4.036,5.0,84.756
2023-02-01,243-47-2663,C,Vizag,Member,Male,Electronic Accessories,18.77,6,5.631,118.251,16:43,Credit Card,112.62,4.761904762,5.631,5.5,118.251
2023-02-02,841-18-8232,B,Hyderabad,Normal,Female,Food And Beverages,71.2,1,3.56,74.76,20:40,Credit Card,71.2,4.761904762,3.56,9.2,74.76
2023-02-03,701-23-5550,B,Hyderabad,Member,Male,Home And Lifestyle,38.81,4,7.762,163.002,13:40,Ewallet,155.24,4.761904762,7.762,4.9,163.002
2023-02-06,647-50-1224,A,Banglore,Normal,Female,Fashion Accessories,29.42,10,14.71,308.91,16:23,Ewallet,294.2,4.761904762,14.71,8.9,308.91
2023-02-07,541-48-8554,A,Banglore,Normal,Male,Sports And Travel,60.95,9,27.4275,575.9775,12:08,Credit Card,548.55,4.761904762,27.4275,6.0,575.9775000000001
2023-02-08,539-21-7227,B,Hyderabad,Normal,Female,Sports And Travel,51.54,5,12.885,270.585,17:45,Cash,257.7,4.761904762,12.885,4.2,270.585
2023-02-09,213-32-1216,A,Banglore,Normal,Female,Electronic Accessories,66.06,6,19.818,416.178,10:28,Cash,396.36,4.761904762,19.818,7.3,416.178
2023-02-10,747-58-7183,B,Hyderabad,Normal,Male,Fashion Accessories,57.27,3,8.5905,180.4005,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,180.4005
2023-02-13,582-52-8065,B,Hyderabad,Normal,Female,Fashion Accessories,54.31,9,24.4395,513.2295,10:49,Cash,488.79,4.761904762,24.4395,8.9,513.2295
2023-02-14,210-57-1719,B,Hyderabad,Normal,Female,Health And Beauty,58.24,9,26.208,550.368,12:34,Cash,524.16,4.761904762,26.208,9.7,550.3679999999999
2023-02-15,399-69-4630,C,Vizag,Normal,Male,Electronic Accessories,22.21,6,6.663,139.923,10:23,Credit Card,133.26,4.761904762,6.663,8.6,139.923
2023-02-16,134-75-2619,A,Banglore,Member,Male,Electronic Accessories,19.32,7,6.762,142.002,18:51,Cash,135.24,4.761904762,6.762,6.9,142.002
2023-02-17,356-44-8813,B,Hyderabad,Normal,Male,Home And Lifestyle,37.48,3,5.622,118.062,13:45,Credit Card,112.44,4.761904762,5.622,7.7,118.062
2023-02-20,198-66-9832,B,Hyderabad,Member,Female,Fashion Accessories,72.04,2,7.204,151.284,19:38,Cash,144.08,4.761904762,7.204,9.5,151.28400000000002
2023-02-21,283-26-5248,C,Vizag,Member,Female,Food And Beverages,98.52,10,49.26,1034.46,20:23,Ewallet,985.2,4.761904762,49.26,4.5,1034.46
2023-02-22,712-39-0363,A,Banglore,Member,Male,Food And Beverages,41.66,6,12.498,262.458,15:24,Ewallet,249.96,4.761904762,12.498,5.6,262.45799999999997
2023-02-23,218-59-9410,A,Banglore,Member,Female,Home And Lifestyle,72.42,3,10.863,228.123,16:54,Ewallet,217.26,4.761904762,10.863,8.2,228.123
2023-02-24,174-75-0888,B,Hyderabad,Normal,Male,Electronic Accessories,21.58,9,9.711,203.931,12:32,Cash,194.22,4.761904762,9.711,7.3,203.93099999999998
2023-02-27,866-99-7614,C,Vizag,Normal,Male,Food And Beverages,89.2,10,44.6,936.6,15:42,Credit Card,892.0,4.761904762,44.6,4.4,936.6
2023-02-28,134-54-4720,B,Hyderabad,Normal,Female,Electronic Accessories,42.42,8,16.968,356.328,13:58,Ewallet,339.36,4.761904762,16.968,5.7,356.32800000000003
2023-03-01,760-90-2357,A,Banglore,Member,Male,Electronic Accessories,74.51,6,22.353,469.413,15:08,Ewallet,447.06,4.761904762,22.353,5.0,469.41300000000007
2023-03-02,514-37-2845,B,Hyderabad,Normal,Male,Fashion Accessories,99.25,2,9.925,208.425,13:02,Cash,198.5,4.761904762,9.925,9.0,208.425
2023-03-03,698-98-5964,A,Banglore,Normal,Female,Food And Beverages,81.21,10,40.605,852.705,13:01,Credit Card,812.1,4.761904762,40.605,6.3,852.7049999999999
2023-03-06,718-57-9773,C,Vizag,Normal,Female,Sports And Travel,49.33,10,24.665,517.965,16:40,Credit Card,493.3,4.761904762,24.665,9.4,517.9649999999999
2023-03-07,651-88-7328,A,Banglore,Normal,Female,Fashion Accessories,65.74,9,29.583,621.243,13:55,Cash,591.66,4.761904762,29.583,7.7,621.2429999999999
2023-03-08,241-11-2261,B,Hyderabad,Normal,Female,Fashion Accessories,79.86,7,27.951,586.971,10:33,Credit Card,559.02,4.761904762,27.951,5.5,586.971
2023-03-09,408-26-9866,C,Vizag,Normal,Female,Sports And Travel,73.98,7,25.893,543.753,16:42,Ewallet,517.86,4.761904762,25.893,4.1,543.753
2023-03-10,834-83-1826,B,Hyderabad,Member,Female,Home And Lifestyle,82.04,5,20.51,430.71,17:16,Credit Card,410.2,4.761904762,20.51,7.6,430.71000000000004
2023-03-13,343-61-3544,B,Hyderabad,Member,Male,Sports And Travel,26.67,10,13.335,280.035,11:48,Cash,266.7,4.761904762,13.335,8.6,280.035
2023-03-14,239-48-4278,A,Banglore,Member,Male,Food And Beverages,10.13,7,3.5455,74.4555,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,74.45550000000001
2023-03-15,355-34-6244,B,Hyderabad,Normal,Male,Food And Beverages,72.39,2,7.239,152.019,19:55,Credit Card,144.78,4.761904762,7.239,8.1,152.019
2023-03-16,550-84-8664,A,Banglore,Normal,Male,Sports And Travel,85.91,5,21.4775,451.0275,14:33,Credit Card,429.55,4.761904762,21.4775,8.6,451.0275
2023-03-17,339-96-8318,B,Hyderabad,Member,Male,Fashion Accessories,81.31,7,28.4585,597.6285,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,597.6285
2023-03-20,458-61-0011,B,Hyderabad,Normal,Male,Food And Beverages,60.3,4,12.06,253.26,18:43,Cash,241.2,4.761904762,12.06,5.8,253.26
2023-03-21,592-34-6155,C,Vizag,Normal,Male,Food And Beverages,31.77,4,6.354,133.434,14:43,Ewallet,127.08,4.761904762,6.354,6.2,133.434
2023-03-22,797-88-0493,A,Banglore,Normal,Female,Health And Beauty,64.27,4,12.854,269.934,13:54,Cash,257.08,4.761904762,12.854,7.7,269.93399999999997
2023-03-23,207-73-1363,B,Hyderabad,Normal,Male,Health And Beauty,69.51,2,6.951,145.971,12:15,Ewallet,139.02,4.761904762,6.951,8.1,145.971
2023-03-24,390-31-6381,C,Vizag,Normal,Male,Food And Beverages,27.22,3,4.083,85.743,12:37,Cash,81.66,4.761904762,4.083,7.3,85.743
2023-03-27,443-82-0585,A,Banglore,Member,Female,Health And Beauty,77.68,4,15.536,326.256,19:54,Cash,310.72,4.761904762,15.536,8.4,326.25600000000003
2023-03-28,339-18-7061,C,Vizag,Member,Female,Fashion Accessories,92.98,2,9.298,195.258,15:06,Credit Card,185.96,4.761904762,9.298,8.0,195.258
2023-03-29,359-90-3665,B,Hyderabad,Member,Female,Fashion Accessories,18.08,4,3.616,75.936,18:03,Credit Card,72.32,4.761904762,3.616,9.5,75.93599999999999
2023-03-30,375-72-3056,B,Hyderabad,Normal,Male,Sports And Travel,63.06,3,9.459,198.639,15:58,Ewallet,189.18,4.761904762,9.459,7.0,198.639
2023-03-31,127-47-6963,A,Banglore,Normal,Male,Health And Beauty,51.71,4,10.342,217.182,13:53,Credit Card,206.84,4.761904762,10.342,9.8,217.18200000000002
2023-04-03,278-86-2735,A,Banglore,Normal,Female,Food And Beverages,52.34,3,7.851,164.871,14:03,Cash,157.02,4.761904762,7.851,9.2,164.871
2023-04-04,695-28-6250,A,Banglore,Normal,Female,Sports And Travel,43.06,5,10.765,226.065,16:38,Ewallet,215.3,4.761904762,10.765,7.7,226.065
2023-04-05,379-17-6588,C,Vizag,Normal,Male,Fashion Accessories,59.61,10,29.805,625.905,11:07,Cash,596.1,4.761904762,29.805,5.3,625.905
2023-04-06,227-50-3718,A,Banglore,Normal,Male,Health And Beauty,14.62,5,3.655,76.755,12:23,Cash,73.1,4.761904762,3.655,4.4,76.755
2023-04-07,302-15-2162,C,Vizag,Member,Male,Health And Beauty,46.53,6,13.959,293.139,10:54,Credit Card,279.18,4.761904762,13.959,4.3,293.139
2023-04-10,788-07-8452,C,Vizag,Member,Female,Home And Lifestyle,24.24,7,8.484,178.164,17:38,Ewallet,169.68,4.761904762,8.484,9.4,178.164
2023-04-11,560-49-6611,A,Banglore,Member,Female,Sports And Travel,45.58,1,2.279,47.859,14:13,Cash,45.58,4.761904762,2.279,9.8,47.858999999999995
2023-04-12,880-35-0356,A,Banglore,Member,Female,Sports And Travel,75.2,3,11.28,236.88,11:51,Ewallet,225.6,4.761904762,11.28,4.8,236.88000000000002
2023-04-13,585-11-6748,B,Hyderabad,Member,Male,Sports And Travel,96.8,3,14.52,304.92,13:05,Cash,290.4,4.761904762,14.52,5.3,304.91999999999996
2023-04-14,470-31-3286,B,Hyderabad,Normal,Male,Health And Beauty,14.82,3,2.223,46.683,11:30,Credit Card,44.46,4.761904762,2.223,8.7,46.683
2023-04-17,152-68-2907,A,Banglore,Normal,Male,Food And Beverages,52.2,3,7.83,164.43,13:30,Credit Card,156.6,4.761904762,7.83,9.5,164.43000000000004
2023-04-18,123-35-4896,C,Vizag,Normal,Female,Sports And Travel,46.66,9,20.997,440.937,19:11,Ewallet,419.94,4.761904762,20.997,5.3,440.93699999999995
2023-04-19,258-69-7810,C,Vizag,Normal,Female,Fashion Accessories,36.85,5,9.2125,193.4625,18:53,Cash,184.25,4.761904762,9.2125,9.2,193.4625
2023-04-20,334-64-2006,A,Banglore,Member,Female,Home And Lifestyle,70.32,2,7.032,147.672,14:22,Ewallet,140.64,4.761904762,7.032,9.6,147.672
2023-04-21,219-61-4139,C,Vizag,Normal,Male,Electronic Accessories,83.08,1,4.154,87.234,17:16,Ewallet,83.08,4.761904762,4.154,6.4,87.234
2023-04-24,881-41-7302,C,Vizag,Normal,Female,Fashion Accessories,64.99,1,3.2495,68.2395,10:06,Credit Card,64.99,4.761904762,3.2495,4.5,68.23949999999999
2023-04-25,373-09-4567,C,Vizag,Normal,Male,Food And Beverages,77.56,10,38.78,814.38,20:35,Ewallet,775.6,4.761904762,38.78,6.9,814.38
2023-04-26,642-30-6693,B,Hyderabad,Normal,Female,Sports And Travel,54.51,6,16.353,343.413,13:54,Ewallet,327.06,4.761904762,16.353,7.8,343.413
2023-04-27,484-22-8230,C,Vizag,Member,Female,Fashion Accessories,51.89,7,18.1615,381.3915,20:08,Cash,363.23,4.761904762,18.1615,4.5,381.3915
2023-04-28,830-58-2383,B,Hyderabad,Normal,Male,Home And Lifestyle,31.75,4,6.35,133.35,15:26,Cash,127.0,4.761904762,6.35,8.6,133.35
2023-05-01,559-98-9873,A,Banglore,Member,Female,Fashion Accessories,53.65,7,18.7775,394.3275,12:56,Ewallet,375.55,4.761904762,18.7775,5.2,394.3275
2023-05-02,544-32-5024,C,Vizag,Member,Female,Food And Beverages,49.79,4,9.958,209.118,19:16,Credit Card,199.16,4.761904762,9.958,6.4,209.118
2023-05-03,318-12-0304,A,Banglore,Normal,Male,Fashion Accessories,30.61,1,1.5305,32.1405,12:20,Ewallet,30.61,4.761904762,1.5305,5.2,32.1405
2023-05-04,349-97-8902,B,Hyderabad,Member,Male,Food And Beverages,57.89,2,5.789,121.569,10:37,Ewallet,115.78,4.761904762,5.789,8.9,121.569
2023-05-05,421-95-9805,A,Banglore,Normal,Female,Electronic Accessories,28.96,1,1.448,30.408,10:18,Credit Card,28.96,4.761904762,1.448,6.2,30.408
2023-05-08,277-35-5865,C,Vizag,Member,Female,Food And Beverages,98.97,9,44.5365,935.2665,11:23,Cash,890.73,4.761904762,44.5365,6.7,935.2665000000001
2023-05-09,789-23-8625,B,Hyderabad,Member,Male,Fashion Accessories,93.22,3,13.983,293.643,11:45,Cash,279.66,4.761904762,13.983,7.2,293.643
2023-05-10,284-54-4231,C,Vizag,Member,Male,Sports And Travel,80.93,1,4.0465,84.9765,16:08,Credit Card,80.93,4.761904762,4.0465,9.0,84.9765
2023-05-11,443-59-0061,A,Banglore,Member,Male,Food And Beverages,67.45,10,33.725,708.225,11:25,Ewallet,674.5,4.761904762,33.725,4.2,708.225
2023-05-12,509-29-3912,A,Banglore,Member,Female,Sports And Travel,38.72,9,17.424,365.904,12:24,Ewallet,348.48,4.761904762,17.424,4.2,365.904
2023-05-15,327-40-9673,B,Hyderabad,Member,Male,Sports And Travel,72.6,6,21.78,457.38,19:51,Cash,435.6,4.761904762,21.78,6.9,457.38
2023-05-16,840-19-2096,C,Vizag,Member,Male,Electronic Accessories,87.91,5,21.9775,461.5275,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,461.5275
2023-05-17,828-46-6863,A,Banglore,Member,Male,Food And Beverages,98.53,6,29.559,620.739,11:22,Credit Card,591.18,4.761904762,29.559,4.0,620.739
2023-05-18,641-96-3695,C,Vizag,Member,Female,Fashion Accessories,43.46,6,13.038,273.798,17:55,Ewallet,260.76,4.761904762,13.038,8.5,273.798
2023-05-19,420-97-3340,A,Banglore,Normal,Female,Food And Beverages,71.68,3,10.752,225.792,15:30,Credit Card,215.04,4.761904762,10.752,9.2,225.79200000000003
2023-05-22,436-54-4512,A,Banglore,Member,Female,Food And Beverages,91.61,1,4.5805,96.1905,19:44,Cash,91.61,4.761904762,4.5805,9.8,96.1905
2023-05-23,670-79-6321,B,Hyderabad,Member,Female,Home And Lifestyle,94.59,7,33.1065,695.2365,15:27,Credit Card,662.13,4.761904762,33.1065,4.9,695.2365
2023-05-24,852-62-7105,B,Hyderabad,Normal,Female,Fashion Accessories,83.25,10,41.625,874.125,11:25,Credit Card,832.5,4.761904762,41.625,4.4,874.125
2023-05-25,598-06-7312,B,Hyderabad,Member,Male,Fashion Accessories,91.35,1,4.5675,95.9175,15:42,Cash,91.35,4.761904762,4.5675,6.8,95.91749999999999
2023-05-26,135-13-8269,B,Hyderabad,Member,Female,Food And Beverages,78.88,2,7.888,165.648,16:04,Cash,157.76,4.761904762,7.888,9.1,165.648
2023-05-29,816-57-2053,A,Banglore,Normal,Male,Sports And Travel,60.87,2,6.087,127.827,12:37,Ewallet,121.74,4.761904762,6.087,8.7,127.827
2023-05-30,628-90-8624,B,Hyderabad,Member,Male,Health And Beauty,82.58,10,41.29,867.09,14:41,Cash,825.8,4.761904762,41.29,5.0,867.0899999999999
2023-05-31,856-66-2701,A,Banglore,Member,Male,Home And Lifestyle,53.3,3,7.995,167.895,14:19,Ewallet,159.9,4.761904762,7.995,7.5,167.89499999999998
2023-06-01,308-39-1707,A,Banglore,Normal,Female,Fashion Accessories,12.09,1,0.6045,12.6945,18:19,Credit Card,12.09,4.761904762,0.6045,8.2,12.6945
2023-06-02,149-61-1929,A,Banglore,Normal,Male,Sports And Travel,64.19,10,32.095,673.995,14:08,Credit Card,641.9,4.761904762,32.095,6.7,673.995
2023-06-05,655-07-2265,A,Banglore,Normal,Male,Electronic Accessories,78.31,3,11.7465,246.6765,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,246.6765
2023-06-06,589-02-8023,A,Banglore,Member,Male,Food And Beverages,83.77,2,8.377,175.917,10:54,Credit Card,167.54,4.761904762,8.377,7.0,175.917
2023-06-07,420-04-7590,B,Hyderabad,Normal,Male,Home And Lifestyle,99.7,3,14.955,314.055,11:29,Ewallet,299.1,4.761904762,14.955,4.7,314.055
2023-06-08,182-88-2763,B,Hyderabad,Member,Male,Food And Beverages,79.91,3,11.9865,251.7165,19:28,Credit Card,239.73,4.761904762,11.9865,5.0,251.7165
2023-06-09,188-55-0967,B,Hyderabad,Member,Male,Health And Beauty,66.47,10,33.235,697.935,15:01,Credit Card,664.7,4.761904762,33.235,5.0,697.9350000000001
2023-06-12,610-46-4100,A,Banglore,Normal,Male,Health And Beauty,28.95,7,10.1325,212.7825,20:31,Credit Card,202.65,4.761904762,10.1325,6.0,212.7825
2023-06-13,318-81-2368,C,Vizag,Normal,Female,Electronic Accessories,46.2,1,2.31,48.51,12:16,Cash,46.2,4.761904762,2.31,6.3,48.510000000000005
2023-06-14,364-33-8584,B,Hyderabad,Member,Female,Food And Beverages,17.63,5,4.4075,92.5575,15:27,Cash,88.15,4.761904762,4.4075,8.5,92.55749999999999
2023-06-15,665-63-9737,B,Hyderabad,Normal,Male,Fashion Accessories,52.42,3,7.863,165.123,17:36,Ewallet,157.26,4.761904762,7.863,7.5,165.123
2023-06-16,695-09-5146,B,Hyderabad,Member,Female,Food And Beverages,98.79,3,14.8185,311.1885,20:00,Ewallet,296.37,4.761904762,14.8185,6.4,311.1885
2023-06-19,155-45-3814,C,Vizag,Member,Female,Electronic Accessories,88.55,8,35.42,743.82,15:29,Ewallet,708.4,4.761904762,35.42,4.7,743.8199999999999
2023-06-20,794-32-2436,B,Hyderabad,Member,Male,Electronic Accessories,55.67,2,5.567,116.907,15:08,Ewallet,111.34,4.761904762,5.567,6.0,116.90700000000001
2023-06-21,131-15-8856,C,Vizag,Member,Female,Food And Beverages,72.52,8,29.008,609.168,19:26,Credit Card,580.16,4.761904762,29.008,4.0,609.168
2023-06-22,273-84-2164,C,Vizag,Member,Male,Electronic Accessories,12.05,5,3.0125,63.2625,15:53,Ewallet,60.25,4.761904762,3.0125,5.5,63.2625
2023-06-23,706-36-6154,A,Banglore,Member,Male,Home And Lifestyle,19.36,9,8.712,182.952,18:43,Ewallet,174.24,4.761904762,8.712,8.7,182.952
2023-06-26,778-89-7974,C,Vizag,Normal,Male,Health And Beauty,70.21,6,21.063,442.323,14:58,Cash,421.26,4.761904762,21.063,7.4,442.323
2023-06-27,574-31-8277,B,Hyderabad,Member,Male,Fashion Accessories,33.63,1,1.6815,35.3115,19:55,Cash,33.63,4.761904762,1.6815,5.6,35.3115
2023-06-28,859-71-0933,C,Vizag,Member,Female,Sports And Travel,15.49,2,1.549,32.529,15:10,Cash,30.98,4.761904762,1.549,6.3,32.529
2023-06-29,740-11-5257,C,Vizag,Normal,Male,Electronic Accessories,24.74,10,12.37,259.77,16:44,Cash,247.4,4.761904762,12.37,7.1,259.77
2023-06-30,369-82-2676,B,Hyderabad,Normal,Male,Electronic Accessories,75.66,5,18.915,397.215,18:22,Ewallet,378.3,4.761904762,18.915,7.8,397.215
2023-07-03,563-47-4072,B,Hyderabad,Normal,Female,Health And Beauty,55.81,6,16.743,351.603,11:52,Cash,334.86,4.761904762,16.743,9.9,351.603
2023-07-04,742-04-5161,A,Banglore,Member,Male,Home And Lifestyle,72.78,10,36.39,764.19,17:24,Cash,727.8,4.761904762,36.39,7.3,764.1899999999999
2023-07-05,149-15-7606,B,Hyderabad,Member,Male,Sports And Travel,37.32,9,16.794,352.674,15:31,Ewallet,335.88,4.761904762,16.794,5.1,352.674
2023-07-06,133-77-3154,B,Hyderabad,Member,Male,Fashion Accessories,60.18,4,12.036,252.756,18:04,Credit Card,240.72,4.761904762,12.036,9.4,252.756
2023-07-07,169-52-4504,A,Banglore,Normal,Female,Electronic Accessories,15.69,3,2.3535,49.4235,14:13,Credit Card,47.07,4.761904762,2.3535,5.8,49.4235
2023-07-10,250-81-7186,C,Vizag,Normal,Female,Electronic Accessories,99.69,1,4.9845,104.6745,10:23,Credit Card,99.69,4.761904762,4.9845,8.0,104.6745
2023-07-11,562-12-5430,A,Banglore,Member,Female,Fashion Accessories,88.15,3,13.2225,277.6725,10:11,Ewallet,264.45,4.761904762,13.2225,7.9,277.67250000000007
